customer_id,age,gender,country,monthly_visits,amount_spent,joined_year
1343,57,Other,Kenya,7,4.02,2018
1344,36,Female,South Africa,10,84.15,2018
1345,64,Male,Ghana,12,26.01,2016
1346,68,Female,UK,5,33.66,2023
1347,27,Male,South Africa,7,15.37,2020
1348,41,Male,Ghana,10,35.82,2023
1349,20,Other,Nigeria,2,72.78,2020
1350,17,Female,Kenya,4,118.32,2016
1351,41,Other,Ghana,6,176.22,2015
1352,59,Female,USA,4,27.82,2018
1353,16,Other,USA,5,230.43,2015
1354,24,Female,Kenya,3,17.47,2022
1355,57,Other,South Africa,3,0.35,2015
1356,14,Male,UK,3,72.97,2019
1357,39,Female,South Africa,6,9.83,2023
1358,43,Female,Ghana,5,2.69,2015
1359,63,Male,South Africa,9,128.86,2018
1360,63,Other,Kenya,1,78.47,2022
1361,48,Female,Ghana,5,5.42,2022
1362,48,Female,Nigeria,6,75.01,2015
1363,38,Other,South Africa,5,92.89,2022
1364,55,Male,South Africa,8,117.85,2017
1365,39,Other,UK,4,39.23,2021
1366,17,Other,Ghana,6,60.77,2024
1367,32,Other,USA,5,71.82,2015
1368,23,Female,South Africa,7,58.34,2019
1369,22,Male,Kenya,4,52.04,2018
1370,52,Male,South Africa,7,39.65,2018
1371,50,Other,UK,4,32.62,2019
1372,18,Female,Nigeria,5,277.66,2017
1373,20,Other,UK,5,20.59,2021
1374,35,Female,South Africa,5,4.62,2016
1375,59,Female,USA,6,72.42,2015
1376,38,Female,South Africa,5,12.03,2020
1377,58,Female,Ghana,3,38.04,2015
1378,55,Male,South Africa,3,5.04,2021
1379,24,Female,USA,5,48.29,2022
1380,38,Female,Ghana,4,144.13,2016
1381,25,Other,Kenya,5,64.13,2018
1382,52,Other,Ghana,2,12.07,2021
1383,30,Male,UK,8,177.26,2020
1384,37,Other,Nigeria,4,18.34,2016
1385,45,Female,UK,1,28.69,2018
1386,59,Other,Ghana,3,34.47,2017
1387,52,Male,Kenya,6,233.99,2023
1388,55,Other,South Africa,7,3.57,2020
1389,24,Other,Ghana,5,59.66,2016
1390,56,Male,UK,3,22.47,2016
1391,48,Male,Ghana,5,4.08,2017
1392,60,Female,Ghana,4,136.69,2019
1393,16,Other,Ghana,4,44.56,2020
1394,17,Female,Kenya,2,70.02,2019
1395,68,Other,USA,3,13.75,2015
1396,49,Other,USA,4,71.68,2015
1397,20,Female,Ghana,6,88.15,2021
1398,54,Other,Kenya,8,28.18,2024
1399,61,Other,Kenya,5,42.43,2021
1400,40,Other,Ghana,2,178.55,2024
1401,43,Male,UK,3,93.78,2020
1402,21,Female,UK,6,29.43,2023
1403,66,Male,Nigeria,6,54.62,2016
1404,63,Female,Ghana,9,76.68,2015
1405,41,Female,Nigeria,5,1.23,2020
1406,26,Other,UK,3,44.38,2020
1407,52,Female,UK,6,208.44,2023
1408,53,Male,Ghana,4,147.04,2024
1409,34,Male,Nigeria,5,89.32,2015
1410,23,Male,Nigeria,4,5.61,2015
1411,35,Female,Ghana,7,256.15,2024
1412,13,Male,Nigeria,9,47.02,2020
1413,58,Female,South Africa,6,12.61,2019
1414,49,Male,UK,5,56.08,2020
1415,33,Male,USA,2,97.08,2020
1416,38,Female,Kenya,7,5.96,2018
1417,58,Male,Nigeria,2,124.11,2024
1418,48,Other,Nigeria,5,126.41,2022
1419,66,Female,Kenya,5,0.68,2019
1420,35,Female,Nigeria,4,115.29,2020
1421,69,Female,Kenya,2,146.7,2016
1422,13,Other,Ghana,11,1.92,2015
1423,66,Female,South Africa,5,17.42,2022
1424,67,Male,South Africa,8,23.35,2020
1425,63,Male,UK,10,21.45,2023
1426,52,Male,USA,10,71.15,2019
1427,27,Female,Nigeria,5,22.17,2022
1428,33,Male,USA,2,156.84,2021
1429,59,Female,Ghana,7,264.84,2024
1430,21,Male,South Africa,7,19.05,2015
1431,65,Other,Ghana,10,35.55,2021
1432,21,Other,Ghana,3,40.79,2018
1433,22,Other,Nigeria,7,43.3,2020
1434,64,Other,Ghana,6,23.44,2023
1435,69,Female,South Africa,2,9.08,2023
1436,65,Male,USA,2,2.81,2023
1437,38,Other,South Africa,3,5.62,2019
1438,53,Female,Nigeria,4,115.78,2018
1439,47,Other,South Africa,2,16.45,2020
1440,64,Other,Kenya,9,4.0,2024
1441,37,Female,USA,7,48.85,2019
1442,38,Female,Kenya,8,3.91,2024
1443,23,Male,Kenya,3,3.63,2019
1444,50,Male,UK,7,48.59,2022
1445,14,Other,Nigeria,3,44.75,2024
1446,19,Other,Ghana,10,2.12,2019
1447,30,Male,Kenya,4,30.85,2015
1448,39,Male,South Africa,7,28.61,2019
1449,46,Female,Ghana,2,39.56,2019
1450,39,Male,South Africa,2,66.94,2019
1451,29,Male,South Africa,5,16.62,2017
1452,55,Other,Ghana,10,28.35,2023
1453,56,Male,Ghana,6,78.69,2019
1454,63,Other,South Africa,4,127.91,2016
1455,66,Male,Nigeria,1,110.97,2019
1456,36,Female,USA,8,32.47,2023
1457,37,Male,UK,5,36.79,2022
1458,19,Male,USA,3,37.66,2020
1459,64,Male,Nigeria,4,101.52,2023
1460,18,Other,UK,3,91.61,2021
1461,65,Female,Ghana,3,18.66,2016
1462,36,Male,UK,4,8.89,2015
1463,45,Other,South Africa,4,23.82,2017
1464,61,Female,USA,5,17.01,2018
1465,41,Other,UK,3,150.57,2023
1466,55,Other,South Africa,6,15.46,2019
1467,34,Female,Nigeria,4,10.0,2016
1468,38,Male,UK,6,114.87,2024
1469,40,Other,South Africa,6,4.52,2019
1470,62,Other,Nigeria,5,15.07,2016
1471,33,Male,Ghana,7,28.91,2023
1472,61,Male,Nigeria,5,45.21,2020
1473,19,Female,Nigeria,6,19.85,2019
1474,29,Female,USA,4,34.28,2016
1475,32,Female,South Africa,8,11.08,2021
1476,53,Male,UK,11,42.7,2021
1477,61,Other,USA,6,26.2,2016
1478,32,Other,Kenya,3,94.61,2024
1479,66,Female,Nigeria,4,26.87,2020
1480,34,Male,Kenya,8,29.33,2024
1481,40,Other,USA,6,44.85,2024
1482,52,Female,South Africa,5,6.57,2017
1483,61,Other,USA,6,8.53,2022
1484,19,Other,South Africa,4,78.09,2019
1485,13,Male,South Africa,5,15.97,2022
1486,44,Male,Ghana,14,57.71,2021
1487,25,Other,Nigeria,4,5.13,2022
1488,42,Female,USA,6,86.26,2015
1489,35,Male,South Africa,2,222.1,2020
1490,63,Other,USA,5,23.4,2017
1491,68,Male,USA,5,35.21,2019
1492,31,Male,South Africa,4,29.23,2016
1493,44,Male,UK,3,112.3,2018
1494,42,Other,Kenya,6,0.5,2020
1495,41,Female,Nigeria,5,52.99,2015
1496,61,Female,Nigeria,7,52.83,2016
1497,57,Female,UK,8,24.09,2016
1498,41,Male,Ghana,6,12.38,2023
1499,42,Other,UK,5,13.7,2019
1500,28,Male,Ghana,8,80.59,2019
1501,52,Female,Ghana,9,3.42,2020
1502,31,Female,UK,3,41.49,2024
1503,30,Other,Nigeria,5,18.32,2017
1504,13,Male,Kenya,2,15.41,2023
1505,26,Female,Nigeria,6,35.23,2017
1506,63,Other,Nigeria,9,114.07,2018
1507,59,Male,Nigeria,5,48.13,2023
1508,62,Male,UK,7,77.7,2024
1509,14,Female,UK,7,45.9,2022
1510,66,Female,UK,3,59.82,2020
1511,40,Male,Nigeria,5,28.32,2022
1512,61,Male,Kenya,5,130.17,2015
1513,62,Female,Ghana,4,34.85,2018
1514,42,Male,USA,5,40.12,2024
1515,50,Female,Ghana,4,37.22,2018
1516,63,Male,Ghana,8,19.0,2016
1517,16,Female,USA,7,13.15,2016
1518,13,Other,Nigeria,6,3.84,2024
1519,20,Female,Kenya,7,63.32,2023
1520,41,Female,Kenya,10,17.07,2020
1521,67,Other,Ghana,4,24.65,2021
1522,51,Male,USA,9,126.24,2018
1523,15,Other,South Africa,9,41.79,2017
1524,44,Female,Nigeria,9,5.11,2017
1525,22,Male,Ghana,3,80.37,2019
1526,22,Other,Kenya,3,14.79,2020
1527,31,Male,UK,8,40.23,2016
1528,58,Male,UK,6,35.67,2021
1529,46,Other,USA,9,13.6,2021
1530,45,Male,USA,2,6.15,2015
1531,35,Other,Ghana,6,11.87,2021
1532,67,Female,South Africa,2,5.12,2018
1533,40,Male,Kenya,9,16.12,2018
1534,44,Female,Ghana,6,295.68,2017
1535,62,Female,South Africa,1,25.72,2023
1536,19,Male,USA,3,99.71,2017
1537,41,Other,UK,4,39.83,2018
1538,20,Male,Nigeria,4,54.92,2017
1539,13,Female,UK,6,8.5,2022
1540,69,Female,Kenya,8,16.07,2022
1541,67,Other,Kenya,5,35.71,2024
1542,15,Male,UK,11,106.49,2022
1543,36,Female,UK,9,2.19,2019
1544,35,Female,South Africa,5,35.35,2021
1545,20,Female,Ghana,4,2.62,2017
1546,66,Other,USA,3,30.52,2022
1547,69,Female,South Africa,12,49.56,2024
1548,59,Female,Nigeria,5,68.27,2016
1549,49,Male,UK,12,7.46,2022
1550,15,Male,Nigeria,4,9.11,2020
1551,63,Female,Nigeria,5,31.75,2016
1552,45,Female,South Africa,3,311.65,2020
1553,40,Male,USA,3,22.01,2024
1554,59,Other,Kenya,5,27.89,2016
1555,20,Other,Ghana,3,28.32,2017
1556,46,Other,Kenya,8,4.21,2019
1557,47,Other,USA,6,74.4,2015
1558,44,Other,Kenya,4,14.59,2023
1559,36,Other,UK,2,60.81,2024
1560,26,Other,UK,8,32.23,2017
1561,44,Other,South Africa,7,47.31,2015
1562,68,Male,Nigeria,3,2.77,2020
1563,58,Other,USA,3,110.35,2015
1564,55,Other,USA,8,13.98,2017
1565,28,Other,Kenya,5,55.45,2021
1566,16,Female,South Africa,6,79.98,2018
1567,64,Male,Kenya,9,38.83,2023
1568,49,Male,Kenya,4,20.57,2021
1569,66,Male,USA,5,190.62,2019
1570,33,Other,Kenya,6,16.32,2023
1571,26,Other,Nigeria,7,148.47,2017
1572,43,Female,Kenya,3,8.49,2022
1573,67,Male,Nigeria,4,24.65,2022
1574,60,Other,USA,4,7.45,2018
1575,30,Male,South Africa,1,0.11,2015
1576,19,Female,UK,5,15.07,2018
1577,22,Female,Nigeria,4,4.56,2023
1578,19,Female,South Africa,1,214.68,2024
1579,45,Male,South Africa,3,71.7,2015
1580,35,Other,Nigeria,7,0.19,2017
1581,33,Other,USA,0,12.66,2022
1582,31,Female,Ghana,9,55.45,2017
1583,60,Other,South Africa,5,25.42,2016
1584,31,Female,South Africa,4,89.14,2015
1585,48,Male,USA,0,35.15,2023
1586,41,Female,USA,6,53.02,2024
1587,30,Male,Kenya,6,45.45,2017
1588,14,Female,USA,2,50.83,2021
1589,13,Other,South Africa,3,13.07,2024
1590,59,Other,Nigeria,5,23.36,2017
1591,17,Female,Ghana,7,2.6,2022
1592,32,Other,Kenya,5,44.29,2023
1593,23,Other,Nigeria,5,30.74,2022
1594,54,Other,Ghana,6,71.51,2019
1595,14,Male,Ghana,3,11.56,2024
1596,15,Other,Ghana,5,28.71,2016
1597,35,Male,UK,4,9.97,2020
1598,67,Female,Nigeria,3,47.59,2022
1599,24,Other,Kenya,7,94.2,2016
1600,32,Other,Kenya,4,72.5,2020
1601,17,Other,Ghana,7,144.3,2021
1602,49,Female,Nigeria,6,178.29,2023
1603,50,Male,UK,4,73.93,2023
1604,42,Male,Ghana,4,16.9,2016
1605,21,Other,USA,3,12.38,2015
1606,46,Female,Kenya,5,29.67,2021
1607,65,Female,South Africa,4,254.84,2020
1608,56,Female,Ghana,10,26.61,2024
1609,47,Female,USA,8,11.1,2024
1610,64,Female,Kenya,2,144.43,2024
1611,34,Male,UK,3,24.38,2018
1612,56,Male,Nigeria,7,58.7,2023
1613,36,Male,Kenya,4,77.59,2015
1614,29,Other,Nigeria,6,92.63,2021
1615,22,Female,Nigeria,4,86.1,2019
1616,42,Other,UK,5,90.47,2019
1617,68,Female,UK,5,55.08,2020
1618,58,Male,Ghana,9,25.86,2016
1619,35,Other,Ghana,4,55.02,2017
1620,44,Male,Kenya,1,90.62,2023
1621,29,Female,UK,4,21.59,2018
1622,62,Female,USA,6,17.58,2020
1623,63,Female,Kenya,3,21.06,2017
1624,29,Male,South Africa,4,40.07,2017
1625,26,Female,Nigeria,10,2.69,2023
1626,21,Male,Nigeria,9,75.47,2023
1627,52,Other,Ghana,6,7.47,2017
1628,14,Female,USA,7,7.13,2017
1629,57,Female,UK,0,11.01,2020
1630,37,Female,UK,6,43.01,2015
1631,51,Other,Ghana,2,16.81,2019
1632,21,Female,South Africa,3,22.95,2023
1633,66,Male,Kenya,13,134.16,2023
1634,34,Male,Kenya,5,93.93,2022
1635,55,Female,USA,2,95.59,2020
1636,58,Female,Ghana,6,43.1,2023
1637,16,Other,Ghana,6,100.67,2017
1638,38,Other,South Africa,4,75.38,2023
1639,41,Other,Kenya,8,153.13,2022
1640,57,Female,Ghana,10,3.33,2015
1641,46,Other,UK,9,1.46,2023
1642,35,Other,USA,4,9.62,2022
1643,49,Male,Kenya,3,132.31,2022
1644,23,Other,South Africa,6,46.52,2020
1645,18,Male,USA,7,27.77,2023
1646,30,Male,Nigeria,5,35.94,2022
1647,33,Other,UK,4,88.48,2016
1648,54,Male,South Africa,6,132.33,2020
1649,48,Female,USA,5,65.41,2022
1650,53,Female,Ghana,5,71.32,2020
1651,50,Other,Nigeria,1,19.31,2023
1652,46,Female,South Africa,6,31.46,2019
1653,29,Male,Ghana,4,108.23,2022
1654,49,Female,UK,4,77.07,2024
1655,37,Other,Nigeria,2,57.64,2016
1656,50,Other,Kenya,5,3.37,2019
1657,24,Male,Ghana,4,2.02,2015
1658,35,Other,USA,9,6.99,2019
1659,65,Female,South Africa,4,43.54,2021
1660,54,Other,Nigeria,0,38.44,2015
1661,34,Male,Ghana,11,142.96,2024
1662,33,Other,Kenya,8,59.33,2017
1663,39,Female,South Africa,7,17.41,2020
1664,69,Male,South Africa,6,8.81,2015
1665,43,Female,Ghana,3,94.7,2017
1666,18,Male,Kenya,5,30.77,2022
1667,39,Other,UK,6,52.99,2023
1668,52,Male,UK,3,41.64,2021
1669,46,Male,Nigeria,5,5.68,2018
1670,24,Other,Ghana,8,2.94,2021
1671,57,Female,Nigeria,6,23.66,2021
1672,69,Other,UK,7,22.44,2021
1673,65,Male,South Africa,4,56.01,2022
1674,19,Other,Nigeria,3,50.01,2018
1675,22,Male,Kenya,8,173.59,2018
1676,57,Other,USA,1,97.63,2023
1677,29,Other,UK,5,34.32,2022
1678,38,Female,UK,6,34.66,2018
1679,33,Male,Kenya,5,56.06,2020
1680,40,Female,Nigeria,5,6.06,2023
1681,58,Male,Ghana,5,456.01,2020
1682,14,Other,South Africa,5,36.57,2019
1683,66,Male,USA,6,120.34,2021
1684,55,Female,Ghana,5,171.11,2016
1685,13,Female,Ghana,5,43.57,2022
1686,63,Female,Kenya,8,5.45,2021
1687,65,Male,Nigeria,3,42.59,2020
1688,48,Female,UK,5,45.52,2017
1689,63,Female,UK,3,77.84,2023
1690,38,Female,Kenya,3,2.47,2016
1691,41,Other,Nigeria,7,31.4,2018
1692,33,Other,Kenya,4,128.05,2016
1693,23,Male,UK,4,237.22,2020
1694,52,Male,Ghana,2,10.62,2021
1695,23,Female,South Africa,6,102.24,2023
1696,48,Other,Nigeria,3,7.91,2020
1697,61,Female,USA,7,92.0,2020
1698,51,Female,USA,7,16.24,2019
1699,52,Other,Ghana,8,160.48,2024
1700,47,Other,Kenya,6,59.45,2024
1701,66,Other,Kenya,7,25.47,2018
1702,46,Male,UK,4,16.49,2024
1703,67,Male,Ghana,7,13.41,2018
1704,59,Female,UK,2,57.1,2018
1705,36,Male,UK,5,113.07,2019
1706,66,Other,USA,3,70.31,2015
1707,34,Other,UK,7,90.03,2016
1708,17,Male,UK,5,76.02,2017
1709,68,Female,USA,7,193.51,2021
1710,45,Female,Kenya,9,70.9,2015
1711,48,Male,Nigeria,6,11.8,2017
1712,59,Female,South Africa,5,78.41,2021
1713,32,Female,UK,7,19.44,2020
1714,31,Female,Nigeria,1,273.63,2016
1715,47,Other,USA,3,23.63,2018
1716,64,Other,Nigeria,3,17.32,2015
1717,55,Male,South Africa,11,13.67,2019
1718,29,Other,Nigeria,4,53.72,2016
1719,57,Female,Nigeria,2,5.78,2022
1720,55,Other,Nigeria,5,153.48,2024
1721,46,Male,Nigeria,7,17.43,2020
1722,21,Other,Ghana,2,17.51,2015
1723,38,Female,UK,5,2.36,2016
1724,14,Female,USA,2,14.12,2018
1725,65,Male,South Africa,1,27.15,2017
1726,21,Other,USA,6,23.07,2023
1727,21,Other,Ghana,4,15.94,2015
1728,52,Other,Ghana,7,2.08,2021
1729,29,Female,Ghana,7,17.88,2023
1730,13,Male,UK,6,75.33,2023
1731,37,Other,Ghana,6,28.88,2020
1732,55,Female,Nigeria,6,17.18,2021
1733,52,Female,USA,7,18.18,2022
1734,54,Female,Kenya,4,40.42,2017
1735,37,Other,South Africa,9,18.0,2019
1736,51,Other,Ghana,4,49.82,2018
1737,47,Other,USA,6,227.6,2023
1738,15,Other,Ghana,7,2.1,2023
1739,62,Other,UK,4,9.24,2018
1740,49,Other,Ghana,6,9.87,2016
1741,56,Other,Ghana,2,29.63,2015
1742,56,Other,Ghana,6,2.12,2017
1743,63,Other,Ghana,4,32.46,2016
1744,42,Female,South Africa,3,132.2,2019
1745,50,Other,USA,3,0.58,2020
1746,46,Male,UK,5,22.7,2023
1747,24,Female,Ghana,3,71.54,2018
1748,31,Other,Ghana,4,8.39,2018
1749,49,Male,Ghana,3,4.04,2018
1750,56,Other,Ghana,6,49.82,2015
1751,61,Male,Nigeria,9,0.5,2017
1752,29,Male,Nigeria,5,80.92,2018
1753,22,Male,Kenya,6,3.46,2015
1754,69,Male,Ghana,4,37.15,2019
1755,67,Female,Kenya,3,67.38,2024
1756,61,Female,South Africa,9,13.85,2023
1757,59,Male,Kenya,3,5.47,2015
1758,24,Other,USA,9,9.66,2021
1759,28,Male,Nigeria,4,96.44,2016
1760,36,Female,Nigeria,8,61.17,2024
1761,31,Other,Ghana,3,11.04,2023
1762,20,Female,Ghana,3,62.96,2018
1763,43,Female,South Africa,5,61.66,2017
1764,33,Other,UK,8,304.29,2021
1765,29,Male,South Africa,3,24.84,2020
1766,35,Male,USA,4,100.07,2024
1767,49,Male,Ghana,8,29.57,2022
1768,66,Male,Ghana,3,114.02,2023
1769,28,Other,South Africa,3,4.8,2021
1770,18,Other,South Africa,2,9.64,2020
1771,20,Other,South Africa,7,94.84,2022
1772,37,Female,Nigeria,2,85.55,2023
1773,30,Other,Kenya,6,18.22,2022
1774,37,Male,Kenya,5,45.42,2020
1775,24,Female,Ghana,6,24.12,2022
1776,27,Male,Nigeria,2,0.52,2023
1777,38,Male,South Africa,10,1.32,2020
1778,53,Other,Ghana,3,2.79,2020
1779,57,Other,Nigeria,6,45.08,2016
1780,38,Male,USA,5,16.37,2023
1781,59,Male,UK,7,7.77,2022
1782,44,Female,Nigeria,6,141.62,2019
1783,22,Other,Ghana,7,6.47,2024
1784,28,Female,Kenya,4,56.04,2017
1785,19,Female,South Africa,7,112.29,2023
1786,29,Female,UK,2,8.95,2024
1787,35,Male,USA,6,12.09,2021
1788,38,Female,UK,7,42.64,2023
1789,33,Female,UK,5,35.51,2021
1790,34,Male,Nigeria,4,36.81,2022
1791,19,Other,Ghana,5,40.45,2024
1792,26,Other,Ghana,2,149.69,2019
1793,27,Female,UK,8,2.77,2024
1794,65,Male,South Africa,5,71.45,2024
1795,19,Other,Ghana,6,13.23,2020
1796,21,Female,UK,5,23.39,2022
1797,63,Female,Ghana,6,4.68,2021
1798,60,Male,South Africa,8,29.5,2015
1799,20,Female,USA,7,81.54,2024
1800,62,Other,UK,0,5.2,2018
1801,35,Male,Kenya,4,16.12,2022
1802,41,Other,Kenya,7,23.35,2023
1803,30,Other,UK,7,5.49,2020
1804,43,Other,Nigeria,2,71.84,2018
1805,42,Female,USA,3,77.31,2016
1806,64,Female,Nigeria,9,90.36,2023
1807,51,Other,Kenya,7,43.84,2015
1808,47,Other,South Africa,8,35.39,2019
1809,30,Male,UK,4,15.23,2022
1810,54,Male,Ghana,2,53.23,2018
1811,51,Female,Kenya,6,29.4,2015
1812,29,Female,USA,2,176.64,2018
1813,26,Male,Kenya,4,172.38,2019
1814,43,Other,USA,9,117.8,2019
1815,36,Female,USA,4,22.32,2015
1816,47,Other,UK,3,22.94,2016
1817,56,Male,USA,4,95.76,2020
1818,57,Female,Nigeria,2,65.31,2024
1819,46,Female,South Africa,7,60.93,2019
1820,15,Male,Kenya,7,16.4,2023
1821,49,Female,South Africa,2,89.59,2021
1822,55,Male,Ghana,4,43.31,2019
1823,52,Female,Kenya,4,29.61,2023
1824,38,Male,South Africa,5,100.28,2015
1825,67,Female,South Africa,6,25.06,2017
1826,35,Other,UK,6,53.06,2016
1827,56,Other,UK,8,31.36,2021
1828,51,Other,Ghana,4,44.91,2023
1829,27,Female,USA,1,2.07,2016
1830,68,Female,Kenya,4,30.91,2020
1831,61,Other,UK,6,40.65,2016
1832,16,Other,Kenya,3,33.93,2017
1833,41,Male,Ghana,4,94.0,2015
1834,34,Male,UK,1,18.63,2020
1835,37,Male,UK,7,107.74,2016
1836,25,Other,USA,2,25.83,2017
1837,30,Other,Kenya,9,59.29,2020
1838,45,Other,Kenya,6,4.54,2020
1839,28,Male,Kenya,5,11.17,2018
1840,57,Female,USA,10,71.6,2015
1841,54,Other,UK,7,0.62,2021
1842,56,Female,Ghana,5,172.93,2016
1843,14,Female,Kenya,4,10.57,2020
1844,67,Female,South Africa,11,115.79,2021
1845,47,Male,USA,4,36.28,2016
1846,54,Female,Nigeria,3,41.57,2020
1847,46,Other,Ghana,1,4.39,2015
1848,42,Male,South Africa,7,22.72,2020
1849,67,Other,Kenya,5,8.49,2022
1850,25,Other,Nigeria,7,37.32,2022
1851,25,Male,Ghana,5,40.01,2021
1852,30,Other,USA,2,61.84,2018
1853,44,Other,Nigeria,5,105.3,2018
1854,44,Male,UK,9,31.57,2019
1855,47,Other,Nigeria,11,13.29,2022
1856,51,Female,South Africa,6,20.29,2018
1857,58,Other,Ghana,6,93.9,2023
1858,64,Female,South Africa,3,7.88,2017
1859,41,Other,South Africa,8,49.34,2023
1860,61,Male,Kenya,3,0.66,2016
1861,41,Male,USA,8,14.1,2020
1862,65,Other,Nigeria,7,44.75,2019
1863,56,Male,Ghana,6,30.48,2019
1864,69,Other,UK,6,34.02,2020
1865,28,Male,USA,3,54.02,2024
1866,68,Female,USA,7,13.37,2021
1867,56,Other,Ghana,4,16.48,2018
1868,59,Female,USA,4,57.67,2018
1869,69,Female,Kenya,10,38.64,2023
1870,22,Other,USA,6,0.73,2018
1871,42,Female,Kenya,2,55.48,2022
1872,37,Other,Nigeria,4,48.39,2024
1873,51,Female,Nigeria,3,4.09,2015
1874,32,Other,South Africa,9,68.82,2018
1875,17,Other,Kenya,6,36.92,2016
1876,13,Male,UK,3,11.45,2024
1877,42,Other,Nigeria,7,40.98,2019
1878,61,Other,USA,5,45.25,2016
1879,15,Female,Ghana,7,126.36,2021
1880,57,Other,Ghana,7,67.77,2024
1881,26,Male,Kenya,2,17.97,2021
1882,68,Female,UK,7,6.29,2023
1883,42,Female,South Africa,3,95.93,2018
1884,62,Male,USA,7,93.56,2019
1885,16,Female,Kenya,5,9.64,2017
1886,30,Female,Ghana,8,3.21,2021
1887,49,Female,Kenya,3,62.22,2019
1888,37,Female,USA,7,64.11,2023
1889,60,Male,UK,4,9.75,2021
1890,13,Male,UK,3,55.16,2018
1891,65,Female,Nigeria,3,16.35,2021
1892,58,Female,USA,2,15.1,2015
1893,27,Male,Nigeria,9,19.62,2016
1894,21,Male,Nigeria,10,36.74,2017
1895,27,Male,Nigeria,7,81.6,2019
1896,61,Female,Kenya,7,34.52,2019
1897,69,Female,Ghana,4,17.69,2021
1898,36,Other,UK,4,107.7,2023
1899,16,Male,Kenya,5,2.83,2024
1900,24,Female,Ghana,3,79.75,2023
1901,49,Male,UK,7,76.71,2020
1902,49,Female,USA,4,14.62,2021
1903,55,Male,UK,4,11.05,2022
1904,18,Female,UK,4,103.85,2018
1905,51,Other,UK,8,40.92,2021
1906,68,Other,South Africa,5,2.36,2020
1907,58,Male,USA,3,110.74,2022
1908,36,Female,Kenya,11,21.46,2015
1909,23,Female,Kenya,7,20.94,2019
1910,25,Male,Ghana,5,51.54,2017
1911,46,Female,Kenya,6,54.13,2023
1912,37,Male,Nigeria,2,21.79,2023
1913,19,Female,UK,1,7.73,2017
1914,64,Male,Kenya,3,40.18,2024
1915,16,Female,Ghana,5,49.07,2016
1916,20,Male,Ghana,7,98.39,2019
1917,32,Female,Nigeria,3,33.13,2018
1918,41,Other,Ghana,4,51.88,2021
1919,66,Female,South Africa,2,2.8,2022
1920,65,Male,UK,5,112.46,2018
1921,63,Other,UK,2,19.82,2017
1922,57,Female,UK,5,50.01,2023
1923,58,Other,USA,7,123.88,2022
1924,22,Female,Kenya,3,83.18,2021
1925,55,Other,South Africa,6,50.76,2022
1926,46,Male,Kenya,3,60.8,2022
1927,69,Female,South Africa,10,126.86,2024
1928,38,Female,Kenya,5,83.59,2022
1929,53,Male,Nigeria,3,47.06,2015
1930,61,Other,Ghana,7,53.75,2018
1931,15,Male,Ghana,3,7.97,2024
1932,68,Male,Nigeria,5,31.76,2021
1933,18,Other,South Africa,4,17.91,2020
1934,17,Male,USA,7,28.28,2017
1935,17,Female,South Africa,4,54.27,2017
1936,66,Female,Ghana,4,8.08,2018
1937,59,Female,USA,3,0.88,2024
1938,35,Male,Kenya,6,25.29,2020
1939,61,Female,USA,10,19.44,2015
1940,21,Female,South Africa,3,27.27,2024
1941,47,Female,Nigeria,5,133.84,2018
1942,32,Female,Kenya,4,61.39,2023
1943,61,Female,South Africa,5,19.83,2021
1944,54,Female,Kenya,2,9.88,2020
1945,47,Male,USA,3,48.18,2019
1946,62,Female,Ghana,4,53.59,2016
1947,30,Female,South Africa,6,33.05,2016
1948,29,Other,Nigeria,7,11.96,2020
1949,36,Male,USA,4,1.45,2023
1950,15,Male,South Africa,7,15.44,2023
1951,44,Male,Nigeria,4,30.55,2015
1952,47,Male,South Africa,5,77.54,2021
1953,50,Female,USA,6,96.12,2021
1954,25,Female,South Africa,9,26.63,2024
1955,68,Other,Kenya,3,79.51,2016
1956,59,Other,USA,9,250.68,2024
1957,37,Male,South Africa,6,63.05,2018
1958,21,Other,Ghana,2,65.21,2022
1959,16,Other,South Africa,9,120.14,2020
1960,26,Male,Kenya,4,20.64,2021
1961,49,Male,Nigeria,5,0.56,2024
1962,46,Other,Nigeria,5,217.05,2020
1963,23,Female,Nigeria,4,33.71,2023
1964,53,Other,Ghana,3,77.01,2024
1965,68,Other,Kenya,5,83.7,2024
1966,15,Female,USA,4,25.33,2023
1967,40,Female,Nigeria,3,38.97,2020
1968,41,Male,Kenya,5,38.82,2020
1969,21,Male,South Africa,6,12.44,2023
1970,15,Other,Ghana,9,6.26,2024
1971,37,Female,Kenya,3,39.22,2023
1972,46,Male,Kenya,5,6.4,2017
1973,24,Other,USA,7,21.24,2021
1974,54,Female,Kenya,5,10.29,2017
1975,21,Other,USA,2,61.36,2018
1976,27,Male,Ghana,5,102.79,2023
1977,52,Male,Ghana,7,43.13,2024
1978,37,Female,South Africa,8,26.39,2022
1979,17,Other,USA,2,284.83,2020
1980,23,Female,USA,3,1.07,2020
1981,46,Male,Nigeria,6,18.14,2022
1982,36,Male,Nigeria,3,16.33,2016
1983,27,Other,South Africa,6,22.02,2019
1984,50,Other,Ghana,10,13.11,2021
1985,20,Other,UK,2,15.34,2017
1986,17,Female,Nigeria,6,14.9,2022
1987,60,Other,Kenya,5,35.24,2017
1988,38,Other,Ghana,3,24.8,2018
1989,30,Male,UK,4,50.98,2024
1990,18,Male,Kenya,5,36.12,2024
